Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Lim Hariyanto Wijaya Sarwono,1.1,Indonesia,"palm oil, nickel mining",2524,92,"Jakarta, Indonesia",Indonesia,Married,7,,TRUE
Vladimir Leschikov,1,Russia,real estate,2674,64,"Moscow, Russia",Russia,Married,7,"Bachelor of Science, Dagestan State University",TRUE
Alexandre Grendene Bartelle,1.6,Brazil,shoes,1931,71,"Porto Alegre, Brazil",Brazil,Single,7,,TRUE
Diane Hendricks,8,United States,roofing,308,74,"Afton, Wisconsin",United States,Widowed,7,"Diploma, High School",TRUE
Marian Ilitch,3.7,United States,Little Caesars,807,88,"Bingham Farms, Michigan",United States,Widowed,7,"Diploma, High School; High School Graduate, High School",TRUE
Gordon Getty,2.1,United States,Getty Oil,1517,87,"San Francisco, California",United States,Widowed,7,"Bachelor of Arts/Science, San Francisco Conservatory of Music",FALSE
Markus Blocher,2.5,Switzerland,chemicals,1249,50,"Wilen bei Wollerau, Switzerland",Switzerland,Not given,7,,FALSE
Robert Kuok,12.6,Malaysia,"palm oil, shipping, property",171,97,"Hong Kong, Hong Kong",Malaysia,Married,8,"Bachelor of Arts/Science, Raffles College",TRUE
Peter Gilgan,3.7,Canada,homebuilding,807,70,"Oakville, Canada",Canada,Married,8,,TRUE
Ronald Perelman,3.7,United States,leveraged buyouts,807,78,"New York, New York",United States,Married,8,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",TRUE
Herb Simon,3.1,United States,real estate,986,86,"Indianapolis, Indiana",United States,Married,8,"Bachelor of Arts/Science, City College of New York",TRUE
Vanich Chaiyawan,2.3,Thailand,"insurance, beverages",1362,89,"Bangkok, Thailand",Thailand,Married,8,,TRUE
Ramon Ang,2.2,Philippines,Diversified,1444,67,"Manila, Philippines",Philippines,Married,8,"Bachelor of Engineering, Far Eastern University",TRUE
Robert Duggan,1.8,United States,pharmaceuticals,1750,77,"Clearwater, Florida",United States,Married,8,"Drop Out, University of California, Los Angeles; Drop Out, University of California, Santa Barbara",TRUE
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70,"Santiago, Chile",Chile,Married,8,"Master of Business Administration, IESE Business School",FALSE
Fong Yun Wah,2.3,Hong Kong,real estate,1362,96,"Hong Kong, Hong Kong",Hong Kong,Widowed,8,,FALSE
Charles Munger,2,United States,Berkshire Hathaway,1580,97,"Los Angeles, California",United States,Widowed,8,"Doctor of Jurisprudence, Harvard University; Drop Out, University of Michigan",TRUE
Theo Mueller,5.1,Germany,dairy,550,81,"Zurich, Switzerland",Germany,In Relationship,9,,FALSE
Savitri Jindal & family,9.7,India,steel,234,71,"Hisar, India",India,Widowed,9,,FALSE
David Duffield,13.5,United States,business software,156,80,"Incline Village, Nevada",United States,Married,10,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",TRUE
Faisal Bin Qassim Al Thani,1.6,Qatar,"hotels, diversified",1931,73,"Doha, Qatar",Qatar,Married,10,,TRUE
Nelson Peltz,1.6,United States,investments,1931,78,"Bedford, New York",United States,Married,10,"Drop Out, University of Pennsylvania, The Wharton School",TRUE
Jerry Moyes,1.5,United States,transportation,2035,77,"Tolleson, Arizona",United States,Married,10,,TRUE
Andrei Skoch & family,8.6,Russia,steel,288,55,"Moscow, Russia",Russia,Single,10,State Central Institute of Physical Culture,TRUE
Richard Schulze,4.7,United States,Best Buy,608,80,"Bonita Springs, Florida",United States,"Widowed, Remarried",10,"Diploma, High School",TRUE
Farris Wilks,1.3,United States,natural gas,2263,69,"Cisco, Texas",United States,Married,11,"Diploma, High School",TRUE
Dan Gertler,1.2,Israel,mining,2378,47,"Bnei Brak, Israel",Israel,Married,11,"Diploma, High School",FALSE
David Siegel,6.5,United States,hedge funds,404,86,"Windermere, Florida",United States,Married,13,"Drop Out, University of Miami",TRUE
Frank VanderSloot,3.4,United States,"nutrition, wellness products",891,72,"Idaho Falls, Idaho",United States,Married,14,"Bachelor of Arts/Science, Brigham Young University",TRUE
Suhail Bahwan,2.3,Oman,diversified,1362,82,"Muscat, Oman",Oman,Married,15,,TRUE
Roman Avdeev,1.8,Russia,"banking, development",1750,53,"Moscow, Russia",Russia,Married,23,"Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies",TRUE
Alice Walton,61.8,United States,Walmart,17,71,"Fort Worth, Texas",United States,Divorced,0,"Bachelor of Arts/Science, Trinity University",FALSE
Marijke Mars,7.8,United States,"candy, pet food",316,56,"Los Angeles, California",United States,Divorced,0,"Bachelor of Arts/Science, Duke University",FALSE
Christopher Hohn,5.9,United Kingdom,hedge funds,472,54,"London, United Kingdom",United Kingdom,Divorced,0,"Master of Business Administration, Harvard Business School",TRUE
Pansy Ho,4.3,Hong Kong,casinos,665,58,"Hong Kong, Hong Kong",Hong Kong,Divorced,0,"Bachelor of Arts/Science, University of Santa Clara",FALSE
William Lauder,4.1,United States,Estee Lauder,705,61,"New York, New York",United States,Divorced,0,,FALSE
Erik Selin,3.9,Sweden,real estate,752,53,"GÌ¦teborg, Sweden",Sweden,Divorced,0,,TRUE
Yuan Liping,3.6,Canada,pharmaceuticals,831,50,"Shenzhen, China",Canada,Divorced,0,,FALSE
Anthony Hsieh,2.6,United States,mortgage lender,1205,56,"Newport Beach, California",United States,Divorced,0,"Bachelor of Business Administration, California State Fullerton",TRUE
Michael Ashley,2.4,United Kingdom,sports retailing,1299,56,"Hertfordshire, United Kingdom",United Kingdom,Divorced,0,,TRUE
Jeffrey Gundlach,2.2,United States,investments,1444,62,"Los Angeles, California",United States,Divorced,0,"Bachelor of Arts/Science, Dartmouth College",TRUE
Patrizio Vinciarelli,1.9,United States,electronic components,1664,74,"Boston, Massachusetts",United States,Divorced,0,"Ph.D, La Sapienza University of Rome",TRUE
Jorge Feffer,1.6,Brazil,pulp and paper,1931,56,"SÌ£o Paulo, Brazil",Brazil,Divorced,0,,FALSE
Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56,"Seoul, South Korea",South Korea,Divorced,0,,FALSE
Marek Dospiva,1.2,Czechia,investments,2378,51,"Prague, Czechia",Czechia,Divorced,0,,TRUE
Henry Davis,1.1,United States,beef processing,2524,70,"Omaha, Nebraska",United States,Divorced,0,"Bachelor of Arts/Science, University of Denver",FALSE
Li Qiong,1.1,China,online games,2524,43,"Beijing, China",China,Divorced,0,"Master of Science, Tianjin University",TRUE
Zhou Yahui,1.1,China,online games,2524,44,"Beijing, China",China,Divorced,0,,TRUE
Maria Pinheiro,1,Brazil,supermarkets,2674,,"Balsas, Brazil",Brazil,Divorced,0,,TRUE
Patrick Collison,3.2,Ireland,payment software,956,32,"San Francisco, California",Ireland,Engaged,0,"Drop Out, Massachusetts Institute of Technology",TRUE
GT Dave,1,United States,kombucha,2674,44,"Beverly Hills, California",United States,Engaged,0,,TRUE
Joe Gebbia,12.4,United States,Airbnb,177,39,"San Francisco, California",United States,In Relationship,0,"Bachelor of Arts/Science, Rhode Island School of Design",TRUE
Georg Stumpf,6.5,Austria,"real estate, construction",404,48,"Vienna, Austria",Austria,In Relationship,0,,TRUE
Garrett Camp,4.4,Canada,Uber,655,42,"San Francisco, California",Canada,In Relationship,0,"Master of Science, University of Calgary",TRUE
Paul Singer,4.3,United States,hedge funds,665,76,"New York, New York",United States,In Relationship,0,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Rochester",TRUE
Oprah Winfrey,2.7,United States,TV shows,1174,67,"Montecito, California",United States,In Relationship,0,"Bachelor of Arts/Science, Tennessee State University",TRUE
Joachim Ante,1.8,Germany,game software,1750,38,"Copenhagen, Denmark",Germany,In Relationship,0,,TRUE
Ma Huateng,65.8,China,internet media,15,49,"Shenzhen, China",China,Married,0,"Bachelor of Arts/Science, Shenzhen University",TRUE
Jack Ma,48.4,China,e-commerce,26,56,"Hangzhou, China",China,Married,0,"Bachelor of Arts/Science, Hangzhou Teacher's Institute",TRUE
Qin Yinglin & family,33.5,China,pig breeding,44,56,"Nanyang, China",China,Married,0,,TRUE
Len Blavatnik,32,United States,"music, chemicals",46,63,"London, United Kingdom",United States,Married,0,"Master of Science, Columbia University; Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Moscow State University",TRUE
Yang Huiyan & family,29.6,China,real estate,50,39,"Foshan, China",China,Married,0,"Bachelor of Arts/Science, Ohio State University",FALSE
Klaus-Michael Kuehne,26.3,Germany,shipping,58,83,"Schindellegi, Switzerland",Germany,Married,0,,FALSE
German Larrea Mota Velasco & family,25.9,Mexico,mining,61,67,"Mexico City, Mexico",Mexico,Married,0,,FALSE
Takemitsu Takizaki,25.8,Japan,sensors,62,75,"Osaka, Japan",Japan,Married,0,,TRUE
Zhang Yong,23,Singapore,restaurants,75,50,"Singapore, Singapore",Singapore,Married,0,,TRUE
Richard Qiangdong Liu,22.4,China,e-commerce,77,47,"Beijing, China",China,Married,0,"Bachelor of Arts/Science, Renmin University of China",TRUE
Li Shufu,19.7,China,automobiles,89,57,"Hangzhou, China",China,Married,0,"Master of Science, Yanshan University",TRUE
Zhong Huijuan,19.7,China,pharmaceuticals,89,60,"Shanghai, China",China,Married,0,"EMBA, Nanjing University",TRUE
Alisher Usmanov,18.4,Russia,"steel, telecom, investments",99,67,"Moscow, Russia",Russia,Married,0,"Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations",TRUE
Fan Hongwei & family,18.2,China,petrochemicals,102,54,"Wujiang, China",China,Married,0,,TRUE
Chen Bang,17.9,China,hospitals,105,55,"Changsha, China",China,Married,0,"Master of Business Administration, Hunan University",TRUE
Dustin Moskovitz,17.8,United States,Facebook,107,36,"San Francisco, California",United States,Married,0,"Drop Out, Harvard University",TRUE
James Ratcliffe,17,United Kingdom,chemicals,113,68,"London, United Kingdom",United Kingdom,Married,0,,TRUE
Wang Chuanfu,16.3,China,"batteries, automobiles",118,55,"Shenzhen, China",China,Married,0,"Master of Science, Beijing Non-Ferrous Research Institute; Bachelor of Arts/Science, Central South Industrial University of Technology",TRUE
Chen Zhiping,15.9,China,e-cigarettes,121,45,"Shenzhen, China",China,Married,0,"Master, China Europe International Business School; Bachelor of Arts/Economics, Tongji University",TRUE
"Ernest Garcia, II.",15.9,United States,used cars,121,63,"Tempe, Arizona",United States,Married,0,"Bachelor of Science, Stanford University",TRUE
Wei Jianjun & family,15.5,China,automobiles,128,57,"Baoding, China",China,Married,0,"Bachelor of Arts/Science, Hebei Province",TRUE
Zhou Qunfei & family,15.4,Hong Kong,smartphone screens,131,,"Hong Kong, Hong Kong",Hong Kong,Married,0,,TRUE
Wang Liping & family,13.1,China,hydraulic machinery,163,55,"Changzhou, China",China,Married,0,,TRUE
Ma Jianrong & family,12.5,China,"textiles, apparel",173,57,"Ningbo, China",China,Married,0,,TRUE
Forrest Li,12.4,Singapore,gaming,177,43,"Singapore, Singapore",Singapore,Married,0,"Bachelor of Engineering, Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",TRUE
Alexander Otto,11.8,Germany,real estate,186,53,"Hamburg, Germany",Germany,Married,0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College",FALSE
Wang Laichun,10.7,China,electronics components,208,53,"Shenzhen, China",China,Married,0,"EMBA, Tsinghua University",TRUE
Chen Jianhua,10.6,China,chemicals,210,50,"Wujiang, China",China,Married,0,"Bachelor of Arts/Science, Nanjing Normal University",TRUE
Li Zhenguo & family,10.5,China,solar wafers and modules,213,53,"Xi'an, China",China,Married,0,,TRUE
"Chase Coleman, III.",10.3,United States,investments,219,45,"New York, New York",United States,Married,0,"Bachelor of Arts/Science, Williams College",TRUE
Liu Hanyuan,10.3,China,agribusiness,219,57,"Chengdu, China",China,Married,0,"Bachelor of Arts/Science, Sichuan University",TRUE
Li Ge,10.1,United States,pharmaceutical ingredients,224,54,"Shanghai, China",United States,Married,0,"Ph.D, Columbia University",TRUE
Carl Cook,9.9,United States,medical devices,230,58,"Bloomington, Indiana",United States,Married,0,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",FALSE
Yeung Kin-man,9.5,Hong Kong,electronics,245,57,"Hong Kong, Hong Kong",Hong Kong,Married,0,,TRUE
Ding Shijia,9.3,China,sports apparel,251,57,"Quanzhou, China",China,Married,0,,TRUE
Lam Wai-ying,9.1,Hong Kong,smartphone screens,256,,"Hong Kong, Hong Kong",Hong Kong,Married,0,,TRUE
Lu Xiangyang,9.1,China,"automobiles, batteries",256,58,"Guangzhou, China",China,Married,0,,TRUE
Sarath Ratanavadi,8.9,Thailand,energy,264,55,"Bangkok, Thailand",Thailand,Married,0,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California",TRUE
Tse Ping,8.9,China,pharmaceuticals,264,69,"Hong Kong, Hong Kong",China,Married,0,,TRUE
Liu Jincheng & family,8.7,China,lithium batteries,274,56,"Huizhou, China",China,Married,0,"Doctorate, South China University of Technology; Bachelor of Arts/Science, University of Electronic Science and Technology of China; Master of Science, Wuhan University",TRUE
Xu Shihui,8.7,China,"snacks, beverages",274,63,"Quanzhou, China",China,Married,0,,TRUE
Kuldip Singh & Gurbachan Singh Dhingra,8.4,India,paints,294,,"Delhi, India",India,Married,0,"Bachelor of Arts/Science, Delhi University",TRUE
Pan Dong,8.3,Canada,consumer goods,297,56,"Hong Kong, Hong Kong",Canada,Married,0,"Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University",TRUE
Marie-HÌ©lÌ¬ne Habert,7.3,France,diversified,344,56,"Paris, France",France,Married,0,"Master, Sciences Po",FALSE
Juan Francisco Beckmann Vidal & family,7,Mexico,tequila,369,81,"Mexico City, Mexico",Mexico,Married,0,,FALSE
Alexandre Behring,7,Brazil,investments,369,54,"Greenwich, Connecticut",Brazil,Married,0,"EMBA, Harvard University",TRUE
Li Jianquan & family,6.8,Hong Kong,consumer products,384,64,"Shenzhen, China",Hong Kong,Married,0,,TRUE
Shi Yonghong & family,6.8,China,restaurants,384,52,"Chengdu, China",China,Married,0,,TRUE
Marie Besnier Beauvalot,6.7,France,cheese,391,40,"Laval, France",France,Married,0,,FALSE
Li Haiyan,6.7,China,restaurants,391,,"Chengdu, China",China,Married,0,,TRUE
Wang Yusuo & family,6.4,China,natural gas distribution,418,57,"Langfang, China",China,Married,0,"Bachelor of Arts/Science, People's University of China; Doctorate, Tianjin University",TRUE
Axel Oberwelland,6.3,Germany,candy,421,54,"Berlin, Germany",Germany,Married,0,,FALSE
Wang Junlin,6.3,China,liquor,421,58,"Chengdu, China",China,Married,0,,TRUE
Wang Ning & family,6.3,China,toys,421,34,"Beijing, China",China,Married,0,,TRUE
James Chambers,6.2,United States,"media, automotive",432,64,"Palisades, New York",United States,Married,0,"Bachelor of Arts/Science, Bard College",FALSE
Jason Jiang,6.2,China,advertising,432,48,"Shanghai, China",China,Married,0,"Bachelor of Arts/Science, Huadong Normal University; Bachelor of Arts/Science, Huadong Normal University",TRUE
Huang Li,6.1,China,imaging systems,440,57,"Wuhan, China",China,Married,0,"Master of Science, Huazhong University of Science and Technology",TRUE
Qian Dongqi & family,6.1,China,household appliances,440,63,"Suzhou, China",China,Married,0,"Master of Philosophy, Nanjing University",TRUE
Dannine Avara,6,United States,pipelines,451,57,"Houston, Texas",United States,Married,0,,FALSE
Juergen Blickle,6,Germany,auto parts,451,74,"Bruchsal, Germany",Germany,Married,0,,FALSE
Milane Frantz,6,United States,pipelines,451,51,"Houston, Texas",United States,Married,0,"Master of Arts, University of Houston",FALSE
Jane Lauder,6,United States,EstÌ©e Lauder,451,48,"New York, New York",United States,Married,0,"Bachelor of Arts/Science, Stanford University",FALSE
Isaac Perlmutter,6,United States,Marvel comics,451,78,"Palm Beach, Florida",United States,Married,0,,TRUE
Lin Jianhua & family,5.9,China,solar panel components,472,58,"Hangzhou, China",China,Married,0,,TRUE
Jack Dangermond,5.6,United States,mapping software,496,75,"Redlands, California",United States,Married,0,"Bachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota",TRUE
Stanley Druckenmiller,5.6,United States,hedge funds,496,67,"New York, New York",United States,Married,0,"Bachelor of Arts/Science, Bowdoin College",TRUE
Shu Ping,5.5,Singapore,restaurants,502,,"Singapore, Singapore",Singapore,Married,0,,TRUE
Christoph Zeller,5.5,Liechtenstein,dental implants,502,64,"Vaduz, Liechtenstein",Liechtenstein,Married,0,,FALSE
